_id,OBJECTID,OID,Address,City,County,Zip,Year,Recipient,Approved Loan Amount,Recipient Type,Project Type,Project Status,Estimated Savings ($/yr),Annual Electric Savings (kWh),Lighting,HVAC,Solar,Battery Storage,EV Infrastructure,Other,Project Summary,Utility,Type of Utility,DAC,DDLat,DDLon,DDLat_D,DDLon_D,GlobalID,CreationDate,Creator,EditDate,Editor,x,y,x2,y2
538,541,548,"2975 CA-246, Santa Ynez, CA 93460",Santa Ynez,Santa Barbara,93460,1990,SANTA YNEZ  VALLEY UNION,11047,School,ECAA-Ed,Completed,552.35,7136.30491,No,No,No,No,No,Yes,,Southern California Edison,IOU,No,34.60882800N,120.10048600W,34.608828,-120.100486,8e05cfe8-b932-4ece-8073-8161c4ff4bf1,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-120.100486,34.608828,-13369524.9455,4110848.6799
539,542,549,"1525 Douglass St, Red Bluff, CA 96080",Red Bluff,Tehama,96080,1990,RED BLUFF JOINT UNION,12453,School,ECAA-Ed,Completed,0,0,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,40.17799400N,122.25219400W,40.177994,-122.252194,3e4e2772-5067-410e-89ab-0916297e846f,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.252194,40.177994,-13609051.9844,4891841.6953
540,543,550,"16661 Old Mill Rd, Nevada City, CA 95959",Nevada City,Nevada,95959,1990,TWIN RIDGES ELEMENTARY,15600,School,ECAA-Ed,Completed,0,0,No,No,No,No,No,Yes,,Imperial Irrigation District,POU,No,39.37360800N,120.99497200W,39.373608,-120.994972,e8e1a35b-2f80-4a5c-9b86-996d8738c9e9,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-120.994972,39.373608,-13469098.6716,4775329.886
541,544,551,"13220 Central Ave, Chino, CA 91710",Chino,San Bernardino,91710,1990,CITY OF CHINO,19000,Local Government,ECAA-Reg,Completed,0,0,No,No,No,No,No,Yes,,Southern California Edison,IOU,Yes,34.01255700N,117.69002800W,34.012557,-117.690028,de57fa50-33d5-44f4-b4ab-083b1a26d38b,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-117.690028,34.012557,-13101193.9884,4030488.2491
542,545,552,"800 Hoover Ln, Nevada City, CA 95959",Nevada City,Nevada,95959,1990,NEVADA CITY SCHOOL,19641,School,ECAA-Ed,Completed,982.05,17855.45455,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,39.25476200N,121.03109100W,39.254762,-121.031091,c1f59151-d783-4a4e-92f0-b7af0cc57d3d,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-121.031091,39.254762,-13473119.4203,4758230.0204
543,546,553,"1434 California St, Atwater, CA 95301",Atwater,Merced,95301,1990,SHAFFER ELEMENTARY,29281,School,ECAA-Ed,Completed,0,0,No,No,No,No,No,Yes,,Southern California Edison,IOU,Yes,37.34642000N,120.59793500W,37.34642,-120.597935,a25161ad-f822-4772-b0fb-4c7fbd1ed9ea,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-120.597935,37.34642,-13424900.7149,4487503.8983
544,547,554,"400 Parker Ave, Rodeo, CA 94572",Rodeo,Contra Costa,94572,1990,JOHN SWETT UNIFIED,47050,School,ECAA-Ed,Completed,2352.5,32050.40872,No,No,No,No,No,Yes,,Southern California Edison,IOU,Yes,38.03270000N,122.26735320W,38.0327,-122.2673532,0aeaa0b9-8f98-495e-91e8-0282124b466e,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.2673532,38.0327,-13610739.4989,4584046.2566
545,548,555,"1000 Sir Francis Drake Blvd Suite 14, San Anselmo, CA 94960",San Anselmo,Marin,94960,1990,TOWN OF SAN ANSELMO,50000,Local Government,ECAA-Reg,Completed,0,0,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,37.98183700N,122.56757200W,37.981837,-122.567572,94d7a852-9bd7-41a8-906e-e6a3e7616e8d,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.567572,37.981837,-13644159.7028,4576860.3078
546,549,556,"400 G St, Tulelake, CA 96134",Tulelake,Siskiyou,96134,1990,TULELAKE  BASIN JOINT,53439,School,ECAA-Ed,Completed,2671.95,36402.58856,No,No,No,No,No,Yes,,San Diego Gas & Electric,IOU,No,41.95082620N,121.47558600W,41.9508262,-121.475586,9f576e83-df9a-42b3-ba7b-2fe5e22bc923,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-121.475586,41.9508262,-13522600.3773,5153616.291
547,550,557,"520 Main St #102, Quincy, CA 95971",Quincy,Plumas,95971,1990,COUNTY OF PLUMAS,54467,Local Government,ECAA-Reg,Completed,2723.35,37460.11004,No,No,No,No,No,Yes,,Southern California Edison,IOU,No,39.93626800N,120.94810900W,39.936268,-120.948109,879c95c1-1cc9-48b4-a7ee-c42db18a2840,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-120.948109,39.936268,-13463881.9063,4856685.2364
548,551,558,"275 Phelps Ave, Coalinga, CA 93210",Coalinga,Fresno,93210,1990,WEST HILLS CCD,61967,College,ECAA-Reg,Completed,3098.35,40082.14748,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,36.15241200N,120.34592559W,36.152412,-120.34592559,9153f539-8ae6-4018-a0fd-725c9398c4d8,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-120.3459256,36.152412,-13396847.1568,4321613.3448
549,552,559,"333 2nd St, Upper Lake, CA 95485",Upper Lake,Lake,95485,1990,COUNTY OF LAKE,67500,Local Government,ECAA-Reg,Completed,3375,44060.05222,No,No,No,No,No,Yes,,Southern California Edison,IOU,No,39.16572156N,122.90994302W,39.16572156,-122.90994302,6b06962e-c27e-4561-bba4-612ee80660ae,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.909943,39.16572156,-13682272.2682,4745437.6407
550,553,560,"14403 Pacific Ave, Baldwin Park, CA 91706",Baldwin Park,Los Angeles,91706,1990,CITY OF BALDWIN PARK,93700,Local Government,ECAA-Reg,Completed,0,0,No,No,No,No,No,Yes,,Southern California Edison,IOU,No,34.08549600N,117.95966400W,34.085496,-117.959664,fc17ce94-8868-4311-8156-2bb505d92ab4,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-117.959664,34.085496,-13131209.7306,4040287.8355
551,554,561,"2180 Milvia St, Berkeley, CA 94704",Berkeley,Alameda,94704,1990,CITY OF BERKELEY,118655,Local Government,ECAA-Reg,Completed,5932.75,80064.10256,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,37.86945500N,122.27087380W,37.869455,-122.2708738,6196e2fb-efc4-476e-aaeb-c83204387e7f,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.2708738,37.869455,-13611131.4103,4561000.5614
552,555,562,"333 Mercy Ave, Merced, CA 95340",Merced,Merced,95340,1990,MERCED COMMUNITY MEDICAL CENTER,171238,Hospital/Public Care,ECAA-Reg,Completed,8561.9,113703.8513,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,37.34013200N,120.46720100W,37.340132,-120.467201,2dce7271-a238-40d0-b66c-125ceccd8528,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-120.467201,37.340132,-13410347.4726,4486623.4414
553,556,563,"200 E Santa Clara St, San Jose, CA 95113",San Jose,Santa Clara,95113,1990,CITY OF SAN JOSE,186679,Local Government,ECAA-Reg,Completed,0,0,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,37.33807300N,121.88540100W,37.338073,-121.885401,f730f0c9-bfe1-4b9f-9f90-544f0812f124,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-121.885401,37.338073,-13568220.7745,4486335.1525
554,557,564,"42290 Ivy St, Murrieta, CA 92562",Murrieta,Riverside,92562,1990,MURRIETA COUNTY WATER DISTRICT,200000,Special District,ECAA-Reg,Completed,10000,138888.8889,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,Yes,33.54800470N,117.21428550W,33.5480047,-117.2142855,cccd86c8-2d94-49d6-a446-1b40bb8fb9c4,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-117.2142855,33.5480047,-13048234.5756,3968270.3776
555,558,565,"3900 Main St, Riverside, CA 92501",Riverside,Riverside,92501,1990,CITY OF RIVERSIDE,250000,Local Government,ECAA-Reg,Completed,12500,170299.7275,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,33.98055500N,117.37567600W,33.980555,-117.375676,e90a4908-65ab-4241-bf70-4f29f638cec2,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-117.375676,33.980555,-13066200.4838,4026191.3365
556,559,566,"70 W Hedding St, San Jose, CA 95110",San Jose,Santa Clara,95110,1990,COUNTY OF SANTA CLARA,262000,Local Government,ECAA-Reg,Completed,13100,207936.5079,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,37.35258300N,121.90381400W,37.352583,-121.903814,074ae5d2-cb22-4803-9673-bcefdbbb2d10,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-121.903814,37.352583,-13570270.5002,4488366.9241
557,560,567,"550 Quarry Rd # 550G, San Carlos, CA 94070",San Carlos,San Mateo,94070,1990,COUNTY OF SAN MATEO,262727,Local Government,ECAA-Reg,Completed,13136.35,184240.533,No,No,No,No,No,Yes,,Modesto Irrigation District,POU,Yes,37.51802500N,122.26762600W,37.518025,-122.267626,b80f6d8f-4e2b-4bb7-ae65-baa4522a84f4,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.267626,37.518025,-13610769.8668,4511560.879
558,561,568,"15250 Avenue of Science, San Diego, CA 92128",San Diego,San Diego,92128,1990,POWAY UNIFIED,287000,School,ECAA-Ed,Completed,0,0,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,32.99278100N,117.08211600W,32.992781,-117.082116,ad504bd8-15a7-4c68-8d10-86db70cc5172,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-117.082116,32.992781,-13033521.5341,3894345.8011
559,562,569,"11110 Alondra Blvd, Norwalk, CA 90650",Norwalk,Los Angeles,90650,1990,CERRITOS CCD,306567,College,ECAA-Reg,Completed,0,0,No,No,No,No,No,Yes,,City of Riverside,POU,Yes,33.88518600N,118.09783800W,33.885186,-118.097838,b9940e59-da3e-4952-b71e-9ff6bf568ce7,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-118.097838,33.885186,-13146591.1899,4013395.7103
560,563,570,"3380 14th St, Riverside, CA 92501",Riverside,Riverside,92501,1990,RIVERSIDE UNIFIED,310917,School,ECAA-Ed,Completed,15545.85,206452.1912,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,33.97406780N,117.37455030W,33.9740678,-117.3745503,12b1a6a4-7100-4830-b865-019d1a10106d,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-117.3745503,33.9740678,-13066075.1715,4025320.4965
561,564,571,"100 Vine St, Lemoore, CA 93245",Lemoore,Kings,93245,1989,LEMOORE UNION HIGH,14995,School,ECAA-Ed,Completed,0,0,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,Yes,36.29659190N,119.78950950W,36.2965919,-119.7895095,448a8d5e-4df5-4b72-9dff-6a793b512dff,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-119.7895095,36.2965919,-13334907.1999,4341509.0795
562,565,572,"26675 N. Sacramento Blvd, Thornton, CA 95686",Thornton,San Joaquin,95686,1989,NEW HOPE ELEMENTARY,17260,School,ECAA-Ed,Completed,863,11164.29495,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,38.22959300N,121.42480900W,38.229593,-121.424809,ab65a0cd-2192-4c25-ab58-8d5c65a70f69,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-121.424809,38.229593,-13516947.9076,4611910.5677
563,566,573,"5915 Dunsmuir Ave, Dunsmuir, CA 96025",Dunsmuir,Siskiyou,96025,1989,CITY OF DUNSMUIR,17900,Local Government,ECAA-Reg,Completed,895,12971.01449,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,41.20970100N,122.27301000W,41.209701,-122.27301,adc188ee-2211-4fe3-a05b-2a8ecbdf3732,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.27301,41.209701,-13611369.211,5043321.8917
564,567,574,"805 Humboldt Ave, Chowchilla, CA 93610",Chowchilla,Madera,93610,1989,CHOWCHILLA UNION,19170,School,ECAA-Ed,Completed,958.5,17427.27273,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,Yes,37.11603000N,120.26237200W,37.11603,-120.262372,72dfd69d-1d56-4c06-a166-a946c2dfe83a,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-120.262372,37.11603,-13387546.0126,4455292.2368
565,568,575,"2263 Santa Clara Ave, Alameda, CA 94501",Alameda,Alameda,94501,1989,CITY OF ALAMEDA,20742,Local Government,ECAA-Reg,Completed,1037.1,13574.60733,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,37.76648900N,122.24348400W,37.766489,-122.243484,d788de82-4df1-4324-816c-5bb7934faa18,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.243484,37.766489,-13608082.3917,4546490.8563
566,569,576,"1025 Escobar St 4th Floor, Martinez, CA 94553",Martinez,Contra Costa,94553,1989,COUNTY OF CONTRA COSTA ,24950,Local Government,ECAA-Reg,Completed,0,0,No,No,No,No,No,Yes,,Southern California Edison,IOU,No,38.01910978N,122.13474399W,38.01910978,-122.13474399,90be83cc-a31a-43e6-a467-925bdbef4d35,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.134744,38.01910978,-13595977.5102,4582125.7357
567,570,577,"445 Montezuma St, Rio Vista, CA 94571",Rio Vista,Solano,94571,1989,RIVER  DELTA UNIFIED,35339,School,ECAA-Ed,Completed,1766.95,24956.9209,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,38.15742750N,121.69478220W,38.1574275,-121.6947822,626331d5-bd44-4301-b131-53bf1e73083e,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-121.6947822,38.1574275,-13547001.1867,4601688.9713
568,571,578,"3430 County Road 309, Elk Creek, CA 95939",Elk Creek,Glenn,95939,1989,STONY CREEK JOINT UNIFIED,43508,School,ECAA-Ed,Completed,2175.4,28889.77424,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,39.60700480N,122.53911520W,39.6070048,-122.5391152,8b4832f8-3e67-4eea-894f-cbf251f88f3b,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.5391152,39.6070048,-13640991.9063,4808996.5591
569,572,579,"1720 Norwalk St, Delano, CA 93215",Delano,Kern,93215,1989,DELANO JOINT UNION,58780,School,ECAA-Ed,Completed,0,0,No,No,No,No,No,Yes,,Southern California Edison,IOU,No,35.77776500N,119.23868200W,35.777765,-119.238682,956e92c6-c7b2-42db-8ab0-f47cddd272a3,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-119.238682,35.777765,-13273589.3631,4270085.1086
570,573,580,"211 W 5th St, Ontario, CA 91762",Ontario,San Bernardino,91762,1989,CHAFFEY JOINT UNION HIGH,63850,School,ECAA-Ed,Completed,0,0,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,34.08103200N,117.65370900W,34.081032,-117.653709,93708e5f-368d-4cc7-aff6-be9bdedaf74e,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-117.653709,34.081032,-13097150.9758,4039687.8406
571,574,581,"219 N E St, Imperial, CA 92251",Imperial,Imperial,92251,1989,IMPERIAL UNIFIED,64268,School,ECAA-Ed,Completed,3213.4,42337.2859,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,32.84911170N,115.57504500W,32.8491117,-115.575045,8249d09e-9f36-4cd8-9acd-da8b5d717e34,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-115.575045,32.8491117,-12865755.1578,3875293.1486
572,575,582,"25634 Alessandro Blvd, Moreno Valley, CA 92553",Moreno Valley,Riverside,92553,1989,MORENO VALLEY - R BLAKLEY,75000,School,ECAA-Ed,Completed,3750,48512.28978,No,No,No,No,No,Yes,,Southern California Edison,IOU,Yes,33.91841370N,117.21520000W,33.9184137,-117.2152,085ee45b-1d63-41ad-8ee8-8a0ccc19f620,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-117.2152,33.9184137,-13048336.3772,4017852.2333
573,576,583,"3380 14th St, Riverside, CA 92501",Riverside,Riverside,92501,1989,RIVERSIDE UNIFIED,77000,School,ECAA-Ed,Completed,3850,51128.81806,No,No,No,No,No,Yes,,Southern California Edison,IOU,No,33.97406780N,117.37455030W,33.9740678,-117.3745503,2121eb9f-77a4-4690-b99f-3178f6a4db8d,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-117.3745503,33.9740678,-13066075.1715,4025320.4965
574,577,584,"50200 High School Rd, Oakhurst, CA 93644",Oakhurst,Madera,93644,1989,YOSEMITE UNION,77847,School,ECAA-Ed,Completed,3892.35,53539.88996,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,37.32905700N,119.63222700W,37.329057,-119.632227,5d12ad4a-0e5e-45b9-ad95-1f9283305512,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-119.632227,37.329057,-13317398.5921,4485072.8794
575,578,585,"1435 Buttermilk Ln, Arcata, CA 95521",Arcata,Humboldt,95521,1989,ARCATA SD,88626,School,ECAA-Ed,Completed,0,0,No,No,No,No,No,Yes,,Southern California Edison,IOU,Yes,40.85643970N,124.06672570W,40.8564397,-124.0667257,17f47ce2-7de0-47db-970c-ce2e24326f28,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-124.0667257,40.8564397,-13811044.7293,4991189.5574
576,579,586,"1525 Douglass St, Red Bluff, CA 96080",Red Bluff,Tehama,96080,1989,RED BLUFF JOINT UNION,93500,School,ECAA-Ed,Completed,0,0,No,No,No,No,No,Yes,,PacifiCorp,IOU,No,40.17799400N,122.25219400W,40.177994,-122.252194,c3b09ca8-5e4c-4a2f-b7ec-acde8ac87932,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.252194,40.177994,-13609051.9844,4891841.6953
577,580,587,"1301 N A St, Lompoc, CA 93436",Lompoc,Santa Barbara,93436,1989,LOMPOC UNIFIED,97308,School,ECAA-Ed,Completed,0,0,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,34.65871620N,120.44978700W,34.6587162,-120.449787,e66b071a-2837-4a2d-bc59-489ebdb26aee,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-120.449787,34.6587162,-13408408.955,4117598.217
578,581,588,"301 N Fowler St, Bishop, CA 93514",Bishop,Inyo,93514,1989,BISHOP JOINT UNION HIGH SD,98079,School,ECAA-Ed,Completed,4903.95,63358.52713,No,No,No,No,No,Yes,,City of Anaheim Public Utilities Department,POU,No,37.36309100N,118.39930200W,37.363091,-118.399302,5c36a334-bec0-4edf-8e02-8a6f05a1d475,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-118.399302,37.363091,-13180150.0089,4489838.5583
579,582,589,"465 W Olive Ave, Porterville, CA 93257",Porterville,Tulare,93257,1989,PORTERVILLE UNION HIGH,101745,School,ECAA-Ed,Completed,5087.25,70656.25,No,No,No,No,No,Yes,,Sacramento Municipal Utility District,POU,No,36.06496400N,119.02778100W,36.064964,-119.027781,4fffb09d-fdd6-4fd1-a403-b6da57962ff8,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-119.027781,36.064964,-13250111.9712,4309564.0041
580,583,590,"15565 Los Altos Dr, Hacienda Heights, CA 91745",Hacienda Heights,Los Angeles,91745,1989,LOS ALTOS ELEMENTARY,131000,School,ECAA-Ed,Completed,0,0,No,No,No,No,No,Yes,,Modesto Irrigation District,POU,No,33.98855700N,117.97762400W,33.988557,-117.977624,f98a6dc1-b8c7-40c0-8d97-2568715f5a9d,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-117.977624,33.988557,-13133209.0287,4027265.6143
581,584,591,"800 W Elm St, Bishop, CA 93514",Bishop,Inyo,93514,1989,BISHOP UNION ELEMENTARY,157007,School,ECAA-Ed,Completed,7850.35,142733.6364,No,No,No,No,No,Yes,,Southern California Edison,IOU,Yes,37.36582150N,118.40586700W,37.3658215,-118.405867,a2439c16-4394-422e-9ad3-da9bb07ed6df,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-118.405867,37.3658215,-13180880.8214,4490220.9957
582,585,592,"4545 Moran Rd, Avery, CA 95224",Avery,Calaveras,95224,1988,VALLECITO UNION SCHOOL,5044,School,ECAA-Ed,Completed,252.2,3502.777778,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,Yes,38.20407300N,120.36514000W,38.204073,-120.36514,640413fe-a4ab-4e2a-9261-658849a8bed8,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-120.36514,38.204073,-13398986.0941,4608294.7306
583,586,593,"8560 Aliento Rd, Lucerne Valley, CA 92356",Lucerne Valley,San Bernardino,92356,1988,LUCERNE VALLEY,5182,School,ECAA-Ed,Completed,259.1,4710.909091,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,34.41015300N,116.90759000W,34.410153,-116.90759,8ed2f7bf-5423-4dbc-a5cd-1a4cf1b893ef,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-116.90759,34.410153,-13014093.3887,4084009.4167
584,587,594,"4545 Moran Rd, Avery, CA 95224",Avery,Calaveras,95224,1988,VALLECITO UNION SCHOOL,7228,School,ECAA-Ed,Completed,361.4,5019.444444,No,No,No,No,No,Yes,,Southern California Edison,IOU,Yes,38.20407300N,120.36514000W,38.204073,-120.36514,431eb571-019c-463f-8a34-96a06bb1e44c,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-120.36514,38.204073,-13398986.0941,4608294.7306
585,588,595,"364 Murphys Grade Rd, Angels Camp, CA 95221",Angels Camp,Calaveras,95221,1988,BRET HARTE UNION HIGH SCHOOL,12162,School,ECAA-Ed,Completed,608.1,8284.741144,No,No,No,No,No,Yes,,Southern California Edison,IOU,No,38.07951600N,120.55205200W,38.079516,-120.552052,8a71e1c7-da12-4c9e-9c97-5a89dfc70c50,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-120.552052,38.079516,-13419793.0427,4590664.8547
586,589,596,"135 Valley Vista Dr, Valley Springs, CA 95252",Valley Springs,Calaveras,95252,1988,CALAVERAS UNIFIED SCHOOL,17407,School,ECAA-Ed,Completed,0,0,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,38.20779900N,120.76797000W,38.207799,-120.76797,0cfe1c0c-9f41-47c6-a8f3-884d91778a9d,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-120.76797,38.207799,-13443828.9245,4608822.5751
587,590,597,"5609 N Russell Ave, Firebaugh, CA 93622",Firebaugh,Fresno,93622,1988,ORO LOMA ELEMENTARY,23594,School,ECAA-Ed,Completed,1179.7,16852.85714,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,36.81576100N,120.65833200W,36.815761,-120.658332,1c002f26-56d6-4697-95c5-76a3d7aad9aa,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-120.658332,36.815761,-13431624.0782,4413457.2657
588,591,598,"800 S College Dr, Santa Maria, CA 93454",Santa Maria,Santa Barbara,93454,1988,ALLAN HANCOCK JOINT CCD,23757,College,ECAA-Reg,Completed,1187.85,21597.27273,No,No,No,No,No,Yes,,Southern California Edison,IOU,Yes,34.94378800N,120.42125600W,34.943788,-120.421256,fe4395cb-dbae-4692-804c-c019c0e6363e,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-120.421256,34.943788,-13405232.8986,4156244.7792
589,592,599,"100 Vine St, Lemoore, CA 93245",Lemoore,Kings,93245,1988,LEMOORE UNION HIGH,25003,School,ECAA-Ed,Completed,0,0,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,36.29659190N,119.78950950W,36.2965919,-119.7895095,e8171640-f1ef-408c-9946-711051f67031,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-119.7895095,36.2965919,-13334907.1999,4341509.0795
590,593,600,"3160 W Mt Whitney Ave, Riverdale, CA 93656",Riverdale,Fresno,93656,1988,RIVERDALE JOINT UNION HIGH,25494,School,ECAA-Ed,Completed,1274.7,16640.99217,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,36.43131130N,119.85681430W,36.4313113,-119.8568143,f6ba918b-9ee0-4899-999d-d4089db661c1,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-119.8568143,36.4313113,-13342399.536,4360132.5948
